ENSEMBL ID,HGNC Symbol,WGCNA module color,WGCNA Module Label
ENSG00000181090,EHMT1,grey,11
ENSG00000181104,F2R,grey,11
ENSG00000181135,ZNF707,turquoise,24
ENSG00000181163,NPM1,grey,11
ENSG00000181191,PJA1,brown,3
ENSG00000181192,DHTKD1,green,9
ENSG00000211772,TRBC2,grey,11
ENSG00000181215,C4orf50,midnightblue,17
ENSG00000181218,HIST3H2A,brown,3
ENSG00000181220,ZNF746,black,1
ENSG00000181222,POLR2A,cyan,4
ENSG00000181234,TMEM132C,black,1
ENSG00000181240,SLC25A41,grey,11
ENSG00000181264,TMEM136,green,9
ENSG00000181274,FRAT2,grey,11
ENSG00000181291,TMEM132E,black,1
ENSG00000181315,ZNF322,blue,2
ENSG00000181322,NME9,darkgrey,6
ENSG00000181350,FAM211A,grey,11
ENSG00000181378,CCDC108,lightcyan,13
ENSG00000181381,DDX60L,purple,19
ENSG00000181392,SYNE4,grey,11
ENSG00000181396,OGFOD3,grey,11
ENSG00000181404,,grey,11
ENSG00000181408,UTS2R,grey,11
ENSG00000181409,AATK,blue,2
ENSG00000181418,DDN,yellow,25
ENSG00000181444,ZNF467,salmon,22
ENSG00000181450,ZNF678,lightyellow,15
ENSG00000181458,TMEM45A,turquoise,24
ENSG00000181467,RAP2B,yellow,25
ENSG00000181472,ZBTB2,grey,11
ENSG00000181481,RNF135,grey,11
ENSG00000181513,ACBD4,darkgrey,6
ENSG00000233452,STXBP5-AS1,greenyellow,10
ENSG00000181524,RPL24P4,grey60,12
ENSG00000181544,FANCB,blue,2
ENSG00000181555,SETD2,grey,11
ENSG00000181585,TMIE,grey,11
ENSG00000181588,MEX3D,grey,11
ENSG00000181610,MRPS23,brown,3
ENSG00000181619,GPR135,lightcyan,13
ENSG00000181626,ANKRD62,darkgrey,6
ENSG00000181652,ATG9B,grey,11
ENSG00000181656,GPR88,yellow,25
ENSG00000181666,HKR1,grey,11
ENSG00000181690,PLAG1,grey,11
ENSG00000181704,YIPF6,royalblue,21
ENSG00000181722,ZBTB20,green,9
ENSG00000181744,C3orf58,grey,11
ENSG00000181751,C5orf30,grey,11
ENSG00000181754,AMIGO1,brown,3
ENSG00000181773,GPR3,yellow,25
ENSG00000181788,SIAH2,grey60,12
ENSG00000181789,COPG1,greenyellow,10
ENSG00000181790,BAI1,salmon,22
ENSG00000181798,LINC00471,grey,11
ENSG00000181804,SLC9A9,lightyellow,15
ENSG00000181817,LSM10,grey,11
ENSG00000181826,RELL1,purple,19
ENSG00000181827,RFX7,turquoise,24
ENSG00000181830,SLC35C1,yellow,25
ENSG00000181852,RNF41,brown,3
ENSG00000181856,SLC2A4,green,9
ENSG00000181873,IBA57,turquoise,24
ENSG00000181894,ZNF329,brown,3
ENSG00000181896,ZNF101,turquoise,24
ENSG00000181904,C5orf24,grey,11
ENSG00000181908,,grey,11
ENSG00000181915,ADO,brown,3
ENSG00000181924,COA4,lightyellow,15
ENSG00000181938,GINS3,blue,2
ENSG00000181982,CCDC149,cyan,4
ENSG00000182004,SNRPE,darkgreen,5
ENSG00000182010,RTKN2,black,1
ENSG00000182013,PNMAL1,greenyellow,10
ENSG00000182021,,grey,11
ENSG00000182022,CHST15,grey,11
ENSG00000182050,MGAT4C,red,20
ENSG00000182054,IDH2,red,20
ENSG00000182087,TMEM259,royalblue,21
ENSG00000182093,WRB,brown,3
ENSG00000182095,TNRC18,turquoise,24
ENSG00000182103,FAM181B,green,9
ENSG00000182109,,grey,11
ENSG00000182117,NOP10,grey60,12
ENSG00000182118,FAM89A,grey,11
ENSG00000182132,KCNIP1,grey60,12
ENSG00000182134,TDRKH,cyan,4
ENSG00000182141,ZNF708,blue,2
ENSG00000182149,IST1,blue,2
ENSG00000182150,ERCC6L2,grey,11
ENSG00000182154,MRPL41,grey,11
ENSG00000182158,CREB3L2,blue,2
ENSG00000182165,TP53TG1,grey,11
ENSG00000182168,UNC5C,blue,2
ENSG00000182173,TSEN54,grey,11
ENSG00000182175,RGMA,grey,11
ENSG00000182179,UBA7,pink,18
ENSG00000182185,RAD51B,green,9
ENSG00000182195,LDOC1,turquoise,24
ENSG00000182197,EXT1,yellow,25
ENSG00000182199,SHMT2,grey,11
ENSG00000182208,MOB2,grey,11
ENSG00000182218,HHIPL1,red,20
ENSG00000182220,ATP6AP2,brown,3
ENSG00000182230,FAM153B,turquoise,24
ENSG00000182240,BACE2,purple,19
ENSG00000182247,UBE2E2,midnightblue,17
ENSG00000182253,SYNM,grey,11
ENSG00000182255,KCNA4,grey,11
ENSG00000182256,GABRG3,grey,11
ENSG00000182257,C22orf26,turquoise,24
ENSG00000182263,FIGN,blue,2
ENSG00000182272,B4GALNT4,grey,11
ENSG00000182287,AP1S2,grey,11
ENSG00000182307,C8orf33,grey,11
ENSG00000182308,DCAF4L1,grey,11
ENSG00000182310,LINC00085,turquoise,24
ENSG00000182318,ZSCAN22,turquoise,24
ENSG00000182319,,salmon,22
ENSG00000182324,KCNJ14,grey,11
ENSG00000182326,C1S,purple,19
ENSG00000182327,GLTPD2,grey,11
ENSG00000182329,,grey,11
ENSG00000182348,ZNF804B,grey,11
ENSG00000182359,KBTBD3,greenyellow,10
ENSG00000182362,YBEY,grey,11
ENSG00000182366,,grey,11
ENSG00000182372,CLN8,blue,2
ENSG00000182378,PLCXD1,grey,11
ENSG00000182379,NXPH4,blue,2
ENSG00000004799,PDK4,lightyellow,15
ENSG00000182400,TRAPPC6B,brown,3
ENSG00000182405,PGBD4,greenyellow,10
ENSG00000182446,NPLOC4,grey,11
ENSG00000182463,TSHZ2,grey,11
ENSG00000182472,CAPN12,turquoise,24
ENSG00000182473,EXOC7,grey,11
ENSG00000182481,KPNA2,yellow,25
ENSG00000182492,BGN,tan,23
ENSG00000182500,ORAI1,purple,19
ENSG00000182504,CEP97,blue,2
ENSG00000004961,HCCS,magenta,16
ENSG00000182511,FES,grey,11
ENSG00000182512,GLRX5,brown,3
ENSG00000182518,FAM104B,grey,11
ENSG00000182534,MXRA7,brown,3
ENSG00000182541,LIMK2,lightyellow,15
ENSG00000182544,MFSD5,brown,3
ENSG00000182545,RNASE10,turquoise,24
ENSG00000182551,ADI1,lightgreen,14
ENSG00000182552,RWDD4,grey,11
ENSG00000182566,CLEC4G,grey,11
ENSG00000182575,NXPH3,grey,11
ENSG00000182578,CSF1R,pink,18
ENSG00000182600,C2orf82,grey,11
ENSG00000182601,HS3ST4,grey,11
ENSG00000182606,TRAK1,red,20
ENSG00000010818,HIVEP2,yellow,25
ENSG00000182628,SKA2,lightgreen,14
ENSG00000182631,RXFP3,yellow,25
ENSG00000182632,CCNYL2,grey,11
ENSG00000182636,NDN,brown,3
ENSG00000182646,FAM156A,darkturquoise,8
ENSG00000182667,NTM,grey60,12
ENSG00000182670,TTC3,midnightblue,17
ENSG00000182674,KCNB2,magenta,16
ENSG00000182685,BRICD5,grey,11
ENSG00000182700,IGIP,black,1
ENSG00000182704,TSKU,grey,11
ENSG00000182718,ANXA2,purple,19
ENSG00000182722,SEPHS1P1,lightcyan,13
ENSG00000182732,RGS6,yellow,25
ENSG00000182749,PAQR7,grey,11
ENSG00000182752,PAPPA,blue,2
ENSG00000182768,NGRN,grey,11
ENSG00000182771,GRID1,darkred,7
ENSG00000182791,CCDC87,grey,11
ENSG00000182796,TMEM198B,blue,2
ENSG00000182809,CRIP2,yellow,25
ENSG00000182827,ACBD3,grey,11
ENSG00000182831,C16orf72,red,20
ENSG00000182836,PLCXD3,grey,11
ENSG00000182841,RRP7B,turquoise,24
ENSG00000182851,GPIHBP1,blue,2
ENSG00000182858,ALG12,grey,11
ENSG00000182870,GALNT9,grey,11
ENSG00000182871,COL18A1,purple,19
ENSG00000182872,RBM10,grey,11
ENSG00000182890,GLUD2,green,9
ENSG00000011105,TSPAN9,grey,11
ENSG00000182902,SLC25A18,green,9
ENSG00000182903,ZNF721,turquoise,24
ENSG00000182909,LENG9,blue,2
ENSG00000182916,TCEAL7,brown,3
ENSG00000182923,CEP63,black,1
ENSG00000048405,ZNF800,grey,11
ENSG00000182944,EWSR1,turquoise,24
ENSG00000182952,HMGN4,grey,11
ENSG00000182957,SPATA13,blue,2
ENSG00000182963,GJC1,grey,11
ENSG00000182968,SOX1,salmon,22
ENSG00000182973,CNOT10,grey,11
ENSG00000182979,MTA1,turquoise,24
ENSG00000182985,CADM1,red,20
ENSG00000182986,ZNF320,grey,11
ENSG00000182993,C12orf60,grey,11
ENSG00000183010,PYCR1,grey,11
ENSG00000183011,LSMD1,brown,3
ENSG00000183018,SPNS2,blue,2
ENSG00000183020,AP2A2,grey,11
ENSG00000054116,TRAPPC3,brown,3
ENSG00000183036,PCP4,grey,11
ENSG00000183044,ABAT,brown,3
ENSG00000183048,SLC25A10,grey,11
ENSG00000183049,CAMK1D,cyan,4
ENSG00000183060,LYSMD4,grey,11
ENSG00000183066,WBP2NL,grey,11
ENSG00000183077,AFMID,blue,2
ENSG00000183087,GAS6,black,1
ENSG00000183090,FREM3,yellow,25
ENSG00000183091,NEB,grey,11
ENSG00000183092,BEGAIN,salmon,22
ENSG00000183098,GPC6,yellow,25
ENSG00000183111,ARHGEF37,blue,2
ENSG00000054267,ARID4B,blue,2
ENSG00000183117,CSMD1,grey,11
ENSG00000183134,PTGDR2,grey,11
ENSG00000183137,CEP57L1,grey,11
ENSG00000183148,ANKRD20A2,turquoise,24
ENSG00000183150,GPR19,grey,11
ENSG00000183154,,grey,11
ENSG00000183155,RABIF,magenta,16
ENSG00000183160,TMEM119,pink,18
ENSG00000183161,FANCF,grey,11
ENSG00000183166,CALN1,grey,11
ENSG00000183172,SMDT1,turquoise,24
ENSG00000183186,C2CD4C,yellow,25
ENSG00000183199,HSP90AB3P,grey,11
ENSG00000183207,RUVBL2,brown,3
ENSG00000183208,GDPGP1,grey,11
ENSG00000183230,CTNNA3,blue,2
ENSG00000183248,,turquoise,24
ENSG00000183250,C21orf67,salmon,22
ENSG00000183255,PTTG1IP,green,9
ENSG00000183258,DDX41,brown,3
ENSG00000183260,ABHD16B,turquoise,24
ENSG00000183281,PLGLB1,turquoise,24
ENSG00000183283,DAZAP2,grey,11
ENSG00000183287,CCBE1,grey,11
ENSG00000183291,,grey60,12
ENSG00000183298,,blue,2
ENSG00000183307,CECR6,yellow,25
ENSG00000183309,ZNF623,grey,11
ENSG00000183317,EPHA10,grey,11
ENSG00000183323,CCDC125,turquoise,24
ENSG00000183337,BCOR,turquoise,24
ENSG00000183340,JRKL,darkred,7
ENSG00000183346,C10orf107,grey,11
ENSG00000183354,KIAA2026,grey,11
ENSG00000183379,SYNDIG1L,grey,11
ENSG00000183386,FHL3,salmon,22
ENSG00000183401,CCDC159,turquoise,24
ENSG00000183423,LRIT3,grey,11
ENSG00000183426,NPIPA1,turquoise,24
ENSG00000183431,SF3A3,brown,3
ENSG00000183444,,grey,11
ENSG00000054803,CBLN4,yellow,25
ENSG00000183458,,grey,11
ENSG00000183473,SSTR3,grey,11
ENSG00000183475,ASB7,grey,11
ENSG00000183484,GPR132,red,20
ENSG00000183486,MX2,grey,11
ENSG00000183495,EP400,turquoise,24
ENSG00000183496,MEX3B,red,20
ENSG00000183506,PI4KAP2,grey,11
ENSG00000183508,FAM46C,purple,19
ENSG00000183513,COA5,grey,11
ENSG00000183520,UTP11L,turquoise,24
ENSG00000183527,PSMG1,brown,3
ENSG00000183530,PRR14L,yellow,25
ENSG00000183549,ACSM5,blue,2
ENSG00000183558,HIST2H2AA3,grey,11
ENSG00000183569,SERHL2,turquoise,24
ENSG00000057663,ATG5,brown,3
ENSG00000183576,SETD3,grey,11
ENSG00000183579,ZNRF3,green,9
ENSG00000183580,FBXL7,blue,2
ENSG00000183597,TANGO2,black,1
ENSG00000183598,HIST2H3D,grey,11
ENSG00000183604,,grey,11
ENSG00000183605,SFXN4,grey,11
ENSG00000183617,MRPL54,brown,3
ENSG00000183621,ZNF438,blue,2
ENSG00000183624,C3orf37,greenyellow,10
ENSG00000183628,DGCR6,grey,11
ENSG00000183647,ZNF530,grey,11
ENSG00000183648,NDUFB1,brown,3
ENSG00000183654,MARCH11,yellow,25
ENSG00000183655,KLHL25,red,20
ENSG00000183662,FAM19A1,yellow,25
ENSG00000183665,TRMT12,grey,11
ENSG00000183666,GUSBP1,grey,11
ENSG00000183668,PSG9,turquoise,24
ENSG00000183675,PTPN20B,grey,11
ENSG00000183682,BMP8A,grey,11
ENSG00000183684,ALYREF,grey60,12
ENSG00000183688,FAM101B,grey,11
ENSG00000183690,EFHC2,salmon,22
ENSG00000183691,NOG,yellow,25
ENSG00000183696,UPP1,black,1
ENSG00000183715,OPCML,magenta,16
ENSG00000183722,LHFP,grey,11
ENSG00000183723,CMTM4,yellow,25
ENSG00000183726,TMEM50A,brown,3
ENSG00000183729,NPBWR1,yellow,25
ENSG00000183735,TBK1,brown,3
ENSG00000183741,CBX6,yellow,25
ENSG00000183742,MACC1,grey,11
ENSG00000183751,TBL3,grey,11
ENSG00000183760,,blue,2
ENSG00000183762,KREMEN1,grey,11
ENSG00000183763,TRAIP,grey,11
ENSG00000183765,CHEK2,grey,11
ENSG00000183773,AIFM3,lightgreen,14
ENSG00000183775,KCTD16,yellow,25
ENSG00000183778,B3GALT5,grey,11
ENSG00000183779,ZNF703,turquoise,24
ENSG00000183780,SLC35F3,grey,11
ENSG00000183783,KCTD8,grey,11
ENSG00000183785,TUBA8,black,1
ENSG00000183793,NPIPA5,grey,11
ENSG00000183798,EMILIN3,black,1
ENSG00000183807,FAM162B,brown,3
ENSG00000183808,RBM12B,turquoise,24
ENSG00000183814,LIN9,grey,11
ENSG00000183826,BTBD9,grey,11
ENSG00000183831,ANKRD45,salmon,22
ENSG00000183833,MAATS1,grey,11
ENSG00000183837,PNMA3,greenyellow,10
ENSG00000183850,ZNF730,grey,11
ENSG00000183853,KIRREL,pink,18
ENSG00000183856,IQGAP3,grey,11
ENSG00000183864,TOB2,blue,2
ENSG00000183873,SCN5A,red,20
ENSG00000183876,ARSI,blue,2
ENSG00000183878,UTY,blue,2
ENSG00000183888,C1orf64,grey,11
ENSG00000183889,,grey,11
ENSG00000183891,TTC32,blue,2
ENSG00000183908,LRRC55,grey,11
ENSG00000183914,DNAH2,grey,11
ENSG00000183929,DUSP5P1,turquoise,24
ENSG00000183943,PRKX,grey,11
ENSG00000183955,SETD8,red,20
ENSG00000183960,KCNH8,blue,2
ENSG00000183963,SMTN,tan,23
ENSG00000183977,PP2D1,turquoise,24
ENSG00000183978,COA3,brown,3
ENSG00000184005,ST6GALNAC3,blue,2
ENSG00000184007,PTP4A2,blue,2
ENSG00000184009,ACTG1,grey,11
ENSG00000184014,DENND5A,blue,2
ENSG00000184056,VPS33B,grey,11
ENSG00000184060,ADAP2,pink,18
ENSG00000184068,,turquoise,24
ENSG00000184076,UQCR10,brown,3
ENSG00000184083,FAM120C,green,9
ENSG00000184113,CLDN5,purple,19
ENSG00000072954,TMEM38A,yellow,25
ENSG00000184144,CNTN2,blue,2
ENSG00000184154,LRTOMT,green,9
ENSG00000184156,KCNQ3,yellow,25
ENSG00000184160,ADRA2C,grey60,12
ENSG00000184162,NR2C2AP,grey,11
ENSG00000184164,CRELD2,grey,11
ENSG00000184178,SCFD2,grey,11
ENSG00000184185,KCNJ12,yellow,25
ENSG00000184194,GPR173,grey,11
ENSG00000184203,PPP1R2,brown,3
ENSG00000184205,TSPYL2,grey,11
ENSG00000184206,GOLGA6L4,grey,11
ENSG00000184207,PGP,brown,3
ENSG00000184208,C22orf46,turquoise,24
ENSG00000184209,SNRNP35,darkred,7
ENSG00000184216,IRAK1,grey,11
ENSG00000184220,CMSS1,grey,11
ENSG00000184221,OLIG1,blue,2
ENSG00000184224,C11orf72,turquoise,24
ENSG00000184226,PCDH9,blue,2
ENSG00000184232,OAF,grey,11
ENSG00000184254,ALDH1A3,greenyellow,10
ENSG00000184258,CDR1,turquoise,24
ENSG00000184260,HIST2H2AC,green,9
ENSG00000184261,KCNK12,yellow,25
ENSG00000184270,HIST2H2AB,darkgreen,5
ENSG00000184271,POU6F1,grey,11
ENSG00000078687,TNRC6C,turquoise,24
ENSG00000184281,TSSC4,darkgreen,5
ENSG00000184304,PRKD1,red,20
ENSG00000184305,CCSER1,grey,11
ENSG00000184307,ZDHHC23,yellow,25
ENSG00000184319,,grey,11
ENSG00000184343,SRPK3,blue,2
ENSG00000184347,SLIT3,yellow,25
ENSG00000184348,HIST1H2AK,grey,11
ENSG00000184349,EFNA5,cyan,4
ENSG00000184363,PKP3,grey,11
ENSG00000184368,MAP7D2,greenyellow,10
ENSG00000184371,CSF1,lightyellow,15
ENSG00000184378,ACTRT3,grey,11
ENSG00000184381,PLA2G6,darkred,7
ENSG00000184384,MAML2,purple,19
ENSG00000184388,PABPC1L2B,cyan,4
ENSG00000184402,SS18L1,brown,3
ENSG00000184408,KCND2,brown,3
ENSG00000184428,TOP1MT,turquoise,24
ENSG00000184432,COPB2,grey,11
ENSG00000184436,THAP7,brown,3
ENSG00000184445,KNTC1,grey,11
ENSG00000184451,CCR10,grey,11
ENSG00000184465,WDR27,lightcyan,13
ENSG00000184470,TXNRD2,grey,11
ENSG00000184481,FOXO4,blue,2
ENSG00000184486,POU3F2,red,20
ENSG00000184489,PTP4A3,grey,11
ENSG00000184500,PROS1,grey,11
ENSG00000085978,ATG16L1,brown,3
ENSG00000184517,ZFP1,brown,3
ENSG00000184524,CEND1,black,1
ENSG00000184545,DUSP8,turquoise,24
ENSG00000184557,SOCS3,purple,19
ENSG00000184564,SLITRK6,blue,2
ENSG00000184574,LPAR5,pink,18
ENSG00000184575,XPOT,royalblue,21
ENSG00000184584,TMEM173,pink,18
ENSG00000184588,PDE4B,blue,2
ENSG00000184602,SNN,brown,3
ENSG00000184611,KCNH7,yellow,25
ENSG00000184613,NELL2,brown,3
ENSG00000184634,MED12,blue,2
ENSG00000184640,SEPT9,grey,11
ENSG00000184672,RALYL,grey,11
ENSG00000184674,GSTT1,grey,11
ENSG00000184675,AMER1,grey,11
ENSG00000184677,ZBTB40,grey,11
ENSG00000184678,HIST2H2BE,lightyellow,15
ENSG00000184702,SEPT5,yellow,25
ENSG00000184719,RNLS,black,1
ENSG00000184730,APOBR,grey,11
ENSG00000184731,FAM110C,yellow,25
ENSG00000184743,ATL3,lightyellow,15
ENSG00000184752,NDUFA12,brown,3
ENSG00000184785,SMIM10,grey,11
ENSG00000184787,UBE2G2,grey,11
ENSG00000184788,SATL1,grey,11
ENSG00000184792,OSBP2,yellow,25
ENSG00000184825,HIST1H2AH,grey,11
ENSG00000184828,ZBTB7C,grey,11
ENSG00000184831,APOO,brown,3
ENSG00000184838,PRR16,turquoise,24
ENSG00000184840,TMED9,grey,11
ENSG00000184845,DRD1,yellow,25
ENSG00000184857,TMEM186,grey,11
ENSG00000184863,RBM33,tan,23
ENSG00000184867,ARMCX2,brown,3
ENSG00000184897,H1FX,grey,11
ENSG00000184898,RBM43,lightgreen,14
ENSG00000086504,MRPL28,brown,3
ENSG00000184903,IMMP2L,darkgrey,6
ENSG00000184905,TCEAL2,grey,11
ENSG00000184916,JAG2,salmon,22
ENSG00000184922,FMNL1,salmon,22
ENSG00000184924,PTRHD1,grey,11
ENSG00000184925,LCN12,grey,11
ENSG00000184933,OR6A2,yellow,25
ENSG00000184939,ZFP90,darkturquoise,8
ENSG00000184949,FAM227A,turquoise,24
ENSG00000184956,MUC6,turquoise,24
ENSG00000184967,NOC4L,grey,11
ENSG00000184979,USP18,grey,11
ENSG00000184984,CHRM5,blue,2
ENSG00000184985,SORCS2,grey,11
ENSG00000184986,TMEM121,brown,3
ENSG00000184988,TMEM106A,grey,11
ENSG00000184990,SIVA1,grey,11
ENSG00000184992,BRI3BP,yellow,25
ENSG00000184999,SLC22A10,lightcyan,13
ENSG00000185000,DGAT1,grey,11
ENSG00000185008,ROBO2,yellow,25
ENSG00000185009,AP3M1,grey,11
ENSG00000185010,F8,brown,3
ENSG00000185015,CA13,grey,11
ENSG00000185020,,grey,11
ENSG00000185022,MAFF,purple,19
ENSG00000185024,BRF1,grey,11
ENSG00000185033,SEMA4B,tan,23
ENSG00000185043,CIB1,grey,11
ENSG00000185044,,turquoise,24
ENSG00000185046,ANKS1B,grey,11
ENSG00000185049,NELFA,grey,11
ENSG00000185052,SLC24A3,yellow,25
ENSG00000185053,SGCZ,yellow,25
ENSG00000185055,EFCAB10,turquoise,24
ENSG00000185065,,grey,11
ENSG00000185070,FLRT2,yellow,25
ENSG00000185085,INTS5,grey,11
ENSG00000185088,RPS27L,grey,11
ENSG00000185090,MANEAL,yellow,25
ENSG00000185100,ADSSL1,blue,2
ENSG00000185104,FAF1,brown,3
ENSG00000185112,FAM43A,grey,11
ENSG00000185122,HSF1,grey,11
ENSG00000185127,C6orf120,brown,3
ENSG00000185128,TBC1D3F,grey,11
ENSG00000185129,PURA,darkred,7
ENSG00000185130,HIST1H2BL,grey,11
ENSG00000185133,INPP5J,cyan,4
ENSG00000185149,NPY2R,grey,11
ENSG00000185158,LRRC37B,tan,23
ENSG00000185163,DDX51,grey,11
ENSG00000185164,NOMO2,greenyellow,10
ENSG00000185187,SIGIRR,grey,11
ENSG00000185189,NRBP2,blue,2
ENSG00000185201,IFITM2,purple,19
ENSG00000185215,TNFAIP2,grey,11
ENSG00000185219,ZNF445,grey,11
ENSG00000185220,PGBD2,darkred,7
ENSG00000185222,WBP5,grey,11
ENSG00000185236,RAB11B,turquoise,24
ENSG00000185238,PRMT3,grey,11
ENSG00000088280,ASAP3,green,9
ENSG00000185246,PRPF39,tan,23
ENSG00000185250,PPIL6,darkturquoise,8
ENSG00000185252,ZNF74,grey,11
ENSG00000185261,KIAA0825,grey,11
ENSG00000185262,UBALD2,grey,11
ENSG00000185272,RBM11,brown,3
ENSG00000185274,WBSCR17,magenta,16
ENSG00000088992,TESC,grey,11
ENSG00000185290,NUPR1L,grey,11
ENSG00000185291,IL3RA,turquoise,24
ENSG00000185298,CCDC137,grey,11
ENSG00000185304,RGPD2,grey,11
ENSG00000185305,ARL15,yellow,25
ENSG00000185324,CDK10,grey,11
ENSG00000185339,TCN2,pink,18
ENSG00000185340,GAS2L1,grey,11
ENSG00000185344,ATP6V0A2,grey,11
ENSG00000185345,PARK2,magenta,16
ENSG00000185347,C14orf80,grey,11
ENSG00000185352,HS6ST3,yellow,25
ENSG00000185359,HGS,black,1
ENSG00000185361,TNFAIP8L1,salmon,22
ENSG00000185386,MAPK11,grey,11
ENSG00000185404,SP140L,pink,18
ENSG00000185418,TARSL2,blue,2
ENSG00000185420,SMYD3,lightcyan,13
ENSG00000185432,METTL7A,green,9
ENSG00000185433,LINC00158,grey,11
ENSG00000185436,IFNLR1,darkturquoise,8
ENSG00000185437,SH3BGR,grey,11
ENSG00000185442,FAM174B,yellow,25
ENSG00000185448,FAM47A,lightcyan,13
ENSG00000185453,C19orf68,turquoise,24
ENSG00000185477,GPRIN3,grey,11
ENSG00000185480,PARPBP,grey,11
ENSG00000185483,ROR1,grey,11
ENSG00000185485,SDHAP1,grey,11
ENSG00000185499,MUC1,tan,23
ENSG00000185504,C17orf70,red,20
ENSG00000185507,IRF7,purple,19
ENSG00000185513,L3MBTL1,grey,11
ENSG00000185518,SV2B,brown,3
ENSG00000185519,FAM131C,grey,11
ENSG00000185532,PRKG1,red,20
ENSG00000185551,NR2F2,salmon,22
ENSG00000185565,LSAMP,grey,11
ENSG00000185567,AHNAK2,magenta,16
ENSG00000185585,OLFML2A,grey,11
ENSG00000185591,SP1,lightyellow,15
ENSG00000185596,WASH3P,grey,11
ENSG00000185610,DBX2,green,9
ENSG00000185614,FAM212A,grey,11
ENSG00000185615,PDIA2,grey,11
ENSG00000185619,PCGF3,grey,11
ENSG00000185621,LMLN,cyan,4
ENSG00000185624,P4HB,grey,11
ENSG00000185627,PSMD13,grey,11
ENSG00000185630,PBX1,grey,11
ENSG00000185633,NDUFA4L2,grey,11
ENSG00000185634,SHC4,blue,2
ENSG00000185650,ZFP36L1,purple,19
ENSG00000185651,UBE2L3,grey,11
ENSG00000185658,BRWD1,brown,3
ENSG00000185664,PMEL,tan,23
ENSG00000185666,SYN3,black,1
ENSG00000185668,POU3F1,grey,11
ENSG00000185670,ZBTB3,blue,2
ENSG00000185684,EP400NL,turquoise,24
ENSG00000185697,MYBL1,grey,11
ENSG00000185710,,grey,11
ENSG00000185716,C16orf52,brown,3
ENSG00000185721,DRG1,brown,3
ENSG00000185722,ANKFY1,green,9
ENSG00000185728,YTHDF3,yellow,25
ENSG00000185730,ZNF696,blue,2
ENSG00000185736,ADARB2,blue,2
ENSG00000185737,NRG3,yellow,25
ENSG00000185739,SRL,grey,11
ENSG00000185753,CXorf38,green,9
ENSG00000185760,KCNQ5,magenta,16
ENSG00000185761,ADAMTSL5,grey,11
ENSG00000185774,KCNIP4,grey,11
ENSG00000185787,MORF4L1,brown,3
ENSG00000185798,WDR53,grey,11
ENSG00000185800,DMWD,salmon,22
ENSG00000185803,SLC52A2,grey60,12
ENSG00000185808,PIGP,grey,11
ENSG00000185811,IKZF1,pink,18
ENSG00000185813,PCYT2,darkgreen,5
ENSG00000185818,NAT8L,cyan,4
ENSG00000185823,NPAP1,turquoise,24
ENSG00000185825,BCAP31,brown,3
ENSG00000185829,ARL17A,turquoise,24
ENSG00000185834,RPL12P4,grey,11
ENSG00000185838,GNB1L,grey,11
ENSG00000185839,,blue,2
ENSG00000185842,DNAH14,grey,11
ENSG00000185860,C1orf110,lightgreen,14
ENSG00000185864,NPIPB4,turquoise,24
ENSG00000185869,ZNF829,turquoise,24
ENSG00000185875,THNSL1,cyan,4
ENSG00000185880,TRIM69,grey,11
ENSG00000185896,LAMP1,blue,2
ENSG00000185900,,magenta,16
ENSG00000185904,LINC00839,grey,11
ENSG00000185909,KLHDC8B,yellow,25
ENSG00000185915,KLHL34,turquoise,24
ENSG00000185917,SETD4,grey,11
ENSG00000185920,PTCH1,lightgreen,14
ENSG00000185924,RTN4RL1,yellow,25
ENSG00000185942,NKAIN3,green,9
ENSG00000185946,RNPC3,turquoise,24
ENSG00000185947,ZNF267,grey,11
ENSG00000185950,IRS2,grey,11
ENSG00000185955,C7orf61,tan,23
ENSG00000185958,FAM186A,turquoise,24
ENSG00000185963,BICD2,grey,11
ENSG00000185972,CCIN,salmon,22
ENSG00000185973,TMLHE,grey,11
ENSG00000185985,SLITRK2,red,20
ENSG00000185986,SDHAP3,grey,11
ENSG00000185988,PLK5,grey,11
ENSG00000185989,RASA3,blue,2
ENSG00000186001,LRCH3,tan,23
ENSG00000186017,ZNF566,grey,11
ENSG00000186019,,grey,11
ENSG00000186020,ZNF529,grey,11
ENSG00000186026,ZNF284,turquoise,24
ENSG00000186047,DLEU7,grey,11
ENSG00000186056,MATN1-AS1,blue,2
ENSG00000186063,AIDA,blue,2
ENSG00000186073,C15orf41,grey,11
ENSG00000186076,,brown,3
ENSG00000186081,KRT5,grey,11
ENSG00000186088,GSAP,black,1
ENSG00000186094,AGBL4,grey,11
ENSG00000186104,CYP2R1,grey,11
ENSG00000186106,ANKRD46,brown,3
ENSG00000186111,PIP5K1C,turquoise,24
ENSG00000186130,ZBTB6,blue,2
ENSG00000186132,C2orf76,grey,11
ENSG00000186141,POLR3C,grey,11
ENSG00000186153,WWOX,lightgreen,14
ENSG00000186160,CYP4Z1,turquoise,24
ENSG00000186162,CIDECP,yellow,25
ENSG00000186166,CCDC84,turquoise,24
ENSG00000186174,BCL9L,turquoise,24
ENSG00000186184,POLR1D,grey,11
ENSG00000186187,ZNRF1,salmon,22
ENSG00000186188,FFAR4,yellow,25
ENSG00000186193,SAPCD2,red,20
ENSG00000186204,CYP4F12,blue,2
ENSG00000186205,MARC1,lightgreen,14
